Model,Descriptors,CV_RMSE_mean,CV_RMSE_std,Train_RMSE,Train_R2,Test_RMSE,Test_R2,n_train,n_test,random_seed
Tuned_RF,final_descriptors,0.7133379883371542,0.06460845605593817,0.3549200348454703,0.971366498833379,0.639127399329104,0.9061936289713418,915,229,42
