model,seed,epoch,train_mse,val_mse
MLP_base,1,71,0.38014954465334533,0.4019298532552886
MLP_base,1,72,0.38349894682566327,0.41432370376168637
MLP_base,1,73,0.38450954315440905,0.4194715174666622
MLP_base,1,74,0.3777804861628944,0.4264597197373708
MLP_base,1,75,0.3833362957167495,0.42939442343879164
MLP_base,1,76,0.38471929841354247,0.43597925964154693
MLP_base,1,77,0.3745379390612326,0.40541989709201615
MLP_base,1,78,0.3659582004195354,0.41089476514280887
MLP_base,1,79,0.3624865383724046,0.3996009612292574
MLP_base,1,80,0.3637664917388249,0.40951560202397796
MLP_base,1,81,0.36473636272175064,0.41345997703702825
MLP_base,1,82,0.3638691665696316,0.45413084772595186
MLP_base,1,83,0.38460491221459187,0.39055698325759486
MLP_base,1,84,0.36634427559831756,0.40485069678540814
MLP_base,1,85,0.3763085525218255,0.4088905417082602
MLP_base,1,86,0.36021305355217936,0.46108687028550266
MLP_base,1,87,0.37365232588814906,0.46332724000278275
MLP_base,1,88,0.36388833887590083,0.47352125404173867
MLP_base,1,89,0.36788218534383615,0.46383312187696757
MLP_base,1,90,0.35283467574197735,0.43189347156307156
MLP_base,1,91,0.3548662322303636,0.41659306434162874
MLP_base,1,92,0.35723753314200646,0.4097137994933547
MLP_base,1,93,0.3560729969068955,0.43949520169642936
MLP_base,1,94,0.3628182125221836,0.4371731260366607
MLP_base,1,95,0.3434246356044311,0.4007429271413569
MLP_base,1,96,0.3349279629728182,0.39172634011820745
MLP_base,1,97,0.34255890878823286,0.4205152413301301
MLP_base,1,98,0.34554955851836283,0.379913143944322
MLP_base,1,99,0.337752268060309,0.38390555873251797
MLP_base,1,100,0.37369780016075715,0.4232735063946038
MLP_base,2,1,16.097496904050065,14.011834161323414
MLP_base,2,2,15.087846728882504,12.898437466537743
MLP_base,2,3,13.422514803943738,10.132297867222837
MLP_base,2,4,8.437040906395417,3.7590198307706597
MLP_base,2,5,2.452369809280979,3.588998748545061
MLP_base,2,6,1.5050090937666554,1.5955935465662103
MLP_base,2,7,1.2627899236366398,1.6308525591565852
MLP_base,2,8,1.1577142371505988,1.5480758830120689
MLP_base,2,9,1.087719419158873,1.4884012686578851
MLP_base,2,10,1.0483621136086887,1.4708751251823025
MLP_base,2,11,0.9937692752952784,1.3720113164500187
MLP_base,2,12,0.9440181263157579,1.3495649162091707
MLP_base,2,13,0.909015550834885,1.2716941457045705
MLP_base,2,14,0.8642433936478662,1.209938695556239
MLP_base,2,15,0.8263035150825,1.1878996627372609
MLP_base,2,16,0.7916430629667689,1.1230884278029727
MLP_base,2,17,0.7478889598872492,0.9832333807359662
MLP_base,2,18,0.7349974273332481,1.027886868568889
MLP_base,2,19,0.6869926780299411,0.9199586468830443
MLP_base,2,20,0.6463509444981976,0.8263385149470547
MLP_base,2,21,0.6155622172225369,0.7808796470625359
MLP_base,2,22,0.5951936683042454,0.7685367851926569
MLP_base,2,23,0.5522687796686516,0.6491971089128863
MLP_base,2,24,0.5394990991373532,0.6958259302273131
MLP_base,2,25,0.523931616642436,0.6802110389659279
MLP_base,2,26,0.5243118013189139,0.6775444829673097
MLP_base,2,27,0.5091225093505422,0.6647057951542369
MLP_base,2,28,0.5150170584845413,0.5848515943477028
MLP_base,2,29,0.5098162269983135,0.5406766078974071
MLP_base,2,30,0.48816834030255596,0.5603854854901632
MLP_base,2,31,0.48545569197727684,0.539078878728967
MLP_base,2,32,0.4794606648833374,0.6119951297316635
MLP_base,2,33,0.4702614673825561,0.5308249744406918
MLP_base,2,34,0.46534540171180266,0.5212280677075971
MLP_base,2,35,0.4586414666123729,0.5265982584995136
MLP_base,2,36,0.4546651108017385,0.4939475143164919
MLP_base,2,37,0.47306432154009254,0.4999752938747406
MLP_base,2,38,0.44689831385195583,0.5210220154963041
MLP_base,2,39,0.4421763906061975,0.5170371788635588
MLP_base,2,40,0.4490966960706346,0.5221074955505237
MLP_base,2,41,0.4375251687941004,0.5025278664471811
MLP_base,2,42,0.4343773287502143,0.5200553844895279
MLP_base,2,43,0.42961306568703367,0.490713331783027
MLP_base,2,44,0.4273564836040872,0.5001248152632463
MLP_base,2,45,0.42102859824733,0.4747998819016574
MLP_base,2,46,0.42026946453448855,0.4748901667302115
MLP_base,2,47,0.4191929050156328,0.6009559186927059
MLP_base,2,48,0.43215202399290326,0.5045076707998911
MLP_base,2,49,0.4173732234154894,0.4941939826597247
MLP_base,2,50,0.4041813058279903,0.5195334966768298
MLP_base,2,51,0.4110354019318773,0.5197128277075919
MLP_base,2,52,0.4078209519060583,0.5047646802768373
MLP_base,2,53,0.405755728711196,0.4651129711092564
MLP_base,2,54,0.4021560367339296,0.4665004893353111
MLP_base,2,55,0.39561374669517974,0.4644631382666136
MLP_base,2,56,0.41095017631197234,0.5379805146602162
MLP_base,2,57,0.41076329370014003,0.5385108020221978
MLP_base,2,58,0.4140590634828057,0.4690461974394949
MLP_base,2,59,0.39071524527554957,0.458684959432535
MLP_base,2,60,0.3845210531370236,0.45532525422280296
MLP_base,2,61,0.39621766460397856,0.4723565771914365
MLP_base,2,62,0.3872860330050109,0.4937867077819088
MLP_base,2,63,0.3829188733478713,0.48993849074631407
MLP_base,2,64,0.3781034876251481,0.4840837805940394
MLP_base,2,65,0.3835783982211775,0.44570810962141605
MLP_base,2,66,0.3956248614957424,0.4742617873769057
MLP_base,2,67,0.3758429305800975,0.4991453948773836
MLP_base,2,68,0.3750987670134977,0.4929502909643608
MLP_base,2,69,0.37507077372464975,0.4704048821800633
MLP_base,2,70,0.3643912722504204,0.4763407979095191
MLP_base,2,71,0.37085263562984155,0.4769377096703178
MLP_base,2,72,0.37056435147921246,0.48448200968273897
MLP_base,2,73,0.3576673517135974,0.4545058430286876
MLP_base,2,74,0.3626475532523921,0.5360189446231776
MLP_base,2,75,0.3639202100331666,0.48293825408868624
MLP_base,2,76,0.35018172290155797,0.46830160576000546
MLP_base,2,77,0.3528732313484442,0.4593105504387303
MLP_base,2,78,0.36365984413630326,0.5116241291949624
MLP_base,2,79,0.34738632152315047,0.5388992481064379
MLP_base,2,80,0.351632255869485,0.4581720395046368
MLP_base,2,81,0.3524312059735991,0.4552977926898421
MLP_base,2,82,0.3367114581696974,0.46007763973453586
MLP_base,2,83,0.3432190934816996,0.5487704303180962
MLP_base,2,84,0.34582700247321624,0.4638623793919881
MLP_base,2,85,0.33714817606034825,0.5028209707193207
MLP_base,2,86,0.34176060225142807,0.47038253984953227
MLP_base,2,87,0.3348659752170896,0.47938454151153564
MLP_base,2,88,0.3366584437629564,0.47444450227837814
MLP_base,2,89,0.32819776886799296,0.46801051445174635
MLP_base,2,90,0.3284812888812498,0.5335042691021635
MLP_base,2,91,0.3326362765551916,0.5240745183668638
MLP_base,2,92,0.3348496220150932,0.4858463824841014
MLP_base,2,93,0.34550952608468105,0.5302590382726569
MLP_base,2,94,0.33021116821818014,0.5019478029326389
MLP_base,2,95,0.3253371682323393,0.46665319120674803
MLP_base,2,96,0.32715645546470185,0.4725875917233919
MLP_base,2,97,0.31683557088909253,0.48040726048904553
MLP_base,2,98,0.33033883285001325,0.5007634440012145
MLP_base,2,99,0.3189197763719194,0.5087103911659174
MLP_base,2,100,0.31784199652124623,0.4774107671620553
MLP_base,3,1,13.261009511791292,11.667109556365432
MLP_base,3,2,9.206190181169353,5.229759793532522
MLP_base,3,3,3.220982465066545,3.407035982399656
MLP_base,3,4,1.5038128650905005,1.6564374325568216
MLP_base,3,5,1.2385683169781836,1.503586635254977
MLP_base,3,6,1.1226420323053996,1.2959342170179935
MLP_base,3,7,1.0241769696845382,1.363731072660078
MLP_base,3,8,0.9299222289538774,1.0996970398384227
MLP_base,3,9,0.8721024966630779,1.0541386897103828
MLP_base,3,10,0.7822074450756031,0.9100226027923718
MLP_base,3,11,0.7186358836179223,0.8447497298842982
MLP_base,3,12,0.6854399984000159,0.7967245746077153
MLP_base,3,13,0.6513608878427516,0.7309159469186214
MLP_base,3,14,0.6247855547998772,0.6705853552149054
MLP_base,3,15,0.605489399394051,0.6223063186595315
MLP_base,3,16,0.5840898179617084,0.6391189244755527
MLP_base,3,17,0.5631019781196053,0.5976495669599164
MLP_base,3,18,0.5452078311169734,0.5660688500655325
MLP_base,3,19,0.5333535385587828,0.548685097903536
MLP_base,3,20,0.519310820656396,0.5498477314647875
MLP_base,3,21,0.5185661139383994,0.518710570377216
MLP_base,3,22,0.5055301595255325,0.5112982747847574
MLP_base,3,23,0.5109749464389405,0.6161644176432961
MLP_base,3,24,0.5155075933601035,0.474780191454971
MLP_base,3,25,0.4991017392424286,0.5562704236883866
MLP_base,3,26,0.48818343861506935,0.48587588782896074
MLP_base,3,27,0.4843972821704677,0.5398123442080983
MLP_base,3,28,0.4934461241862813,0.5429711446427462
MLP_base,3,29,0.4785999980454888,0.4816720255634241
MLP_base,3,30,0.4680317613596473,0.5269161692836828
MLP_base,3,31,0.46732280000311427,0.4814992222869605
MLP_base,3,32,0.4623719181845097,0.48424609606726127
MLP_base,3,33,0.45853600889607204,0.4568356929118173
MLP_base,3,34,0.4496673029954316,0.501189392909669
MLP_base,3,35,0.45092799790569993,0.4415715211316159
MLP_base,3,36,0.44960590946218354,0.44775279572135523
MLP_base,3,37,0.4500976462833217,0.43065848057730155
MLP_base,3,38,0.441854450383473,0.42475330620481255
MLP_base,3,39,0.43607007991420765,0.44317419173424705
MLP_base,3,40,0.43863268396893484,0.48967752226612027
MLP_base,3,41,0.42855026148707487,0.4203010332166103
MLP_base,3,42,0.4260854526947105,0.49610381795648945
MLP_base,3,43,0.4345139512273132,0.45944007917454366
MLP_base,3,44,0.41893922859202315,0.42761163125958357
MLP_base,3,45,0.44131778276683203,0.4725625394729146
MLP_base,3,46,0.4269203926044735,0.3980562592807569
MLP_base,3,47,0.43377537023825724,0.47618949361014784
MLP_base,3,48,0.4338165910517583,0.4949489329990588
MLP_base,3,49,0.44666597634716765,0.45439744100236057
MLP_base,3,50,0.4094778966708261,0.39988669909928976
MLP_base,3,51,0.42082338925919244,0.45616478355307327
MLP_base,3,52,0.41332235798809697,0.4334437585713571
MLP_base,3,53,0.3963255932422284,0.3968782571324131
MLP_base,3,54,0.40922813952946274,0.43354714857904536
MLP_base,3,55,0.4028984444388926,0.4825503721571805
MLP_base,3,56,0.4176691875431707,0.4191303284544694
MLP_base,3,57,0.3921370667186591,0.4041072898789456
MLP_base,3,58,0.3826812702124236,0.4171950822336632
MLP_base,3,59,0.37740408211457926,0.3785946034548575
MLP_base,3,60,0.3690908309214754,0.3945803009627158
MLP_base,3,61,0.37601688631245345,0.39758150096525224
MLP_base,3,62,0.3671602577948179,0.44121556951288593
MLP_base,3,63,0.3687131047900257,0.403030794963502
MLP_base,3,64,0.36168969863099476,0.3936436254727213
MLP_base,3,65,0.3716888032487181,0.4035197093821408
MLP_base,3,66,0.36944732193738383,0.4121000165479225
MLP_base,3,67,0.35776036599946154,0.36575969007977266
MLP_base,3,68,0.35286777530862984,0.40261264223801463
MLP_base,3,69,0.3508955104754922,0.3711902180261779
MLP_base,3,70,0.35740655556402573,0.3999725799811514
MLP_base,3,71,0.3586628289170604,0.37207941214243573
MLP_base,3,72,0.34868775221819437,0.3960969526516764
MLP_base,3,73,0.35027848208536866,0.4412417840539363
MLP_base,3,74,0.3472078784241702,0.41759192995857775
MLP_base,3,75,0.3452637562334863,0.3969084636161202
MLP_base,3,76,0.3543202625434907,0.43662158229894804
MLP_base,3,77,0.33632274784677013,0.3808207914494632
MLP_base,3,78,0.3417004109731789,0.37673742101903546
MLP_base,3,79,0.33262810685921235,0.3866376688605861
MLP_base,3,80,0.3444760192775987,0.3795632317400815
MLP_base,3,81,0.3405550730032999,0.40583147552975435
MLP_base,3,82,0.32965049509142264,0.365018017459334
MLP_base,3,83,0.33989162546037976,0.3855836924753691
MLP_base,3,84,0.3351779853385654,0.4542871279674664
MLP_base,3,85,0.32633716196961743,0.36150172300506056
MLP_base,3,86,0.3299960389896169,0.39399679397281845
MLP_base,3,87,0.3209352904167332,0.38688781230073227
MLP_base,3,88,0.31767544940195447,0.37170978596335963
MLP_base,3,89,0.3203327674357617,0.4174144304635232
MLP_base,3,90,0.31405536646399995,0.37737036274190533
MLP_base,3,91,0.3146398914316313,0.36677793400329456
MLP_base,3,92,0.3129479053241959,0.3628215460400832
MLP_base,3,93,0.3086895928356817,0.41714624825276825
MLP_base,3,94,0.31091366436312107,0.39571682089253474
MLP_base,3,95,0.3219187739768315,0.38526573568059685
MLP_base,3,96,0.31273939371760423,0.4045875009737517
MLP_base,3,97,0.2953356165540674,0.37192670242828235
MLP_base,3,98,0.3027292850564738,0.3536207838016644
MLP_base,3,99,0.3125125264209476,0.3638739533591689
MLP_base,3,100,0.30505121737881435,0.3652054165538989
MLP_base,4,1,13.873133147609689,11.875645771361233
MLP_base,4,2,11.630211737377396,8.084255268699245
MLP_base,4,3,5.617276433517373,3.391869821046528
MLP_base,4,4,2.093303190359001,1.7853009115185654
MLP_base,4,5,1.3805513019770221,1.450907872434248
MLP_base,4,6,1.2498957791615053,1.3634185226340043
MLP_base,4,7,1.132111676729442,1.2902806829987912
MLP_base,4,8,1.0533705517242515,1.1911783134728147
MLP_base,4,9,0.987850468275977,1.0955150922139485
MLP_base,4,10,0.9204524341176767,0.9901883162950215
MLP_base,4,11,0.8586122487412124,0.9068778585969356
MLP_base,4,12,0.7871994573561871,0.7973087628682455
MLP_base,4,13,0.7475624382170172,0.7385754752577397
MLP_base,4,14,0.6971193133156156,0.7042550549172518
MLP_base,4,15,0.6692677695894502,0.6122990313329195
MLP_base,4,16,0.6271815378157819,0.6117095298934401
MLP_base,4,17,0.6040794031867565,0.5473850902758146
MLP_base,4,18,0.5885465167259258,0.5481009943443432
MLP_base,4,19,0.5715273236316409,0.5441163318199024
MLP_base,4,20,0.5707511559861606,0.5102431355861196
MLP_base,4,21,0.5624741857169104,0.5045162115180701
MLP_base,4,22,0.5538131273509375,0.4964201638573094
MLP_base,4,23,0.55356263327794,0.49786883383466485
MLP_base,4,24,0.5320196151733398,0.4834814008913542
MLP_base,4,25,0.5281019150559368,0.4825737999196638
MLP_base,4,26,0.5249522416318049,0.46309900283813477
MLP_base,4,27,0.5167311893786237,0.4591269252593057
MLP_base,4,28,0.5073268491713727,0.448983675555179
MLP_base,4,29,0.5119419095620431,0.4443254083917852
MLP_base,4,30,0.5088704118963148,0.4404847266381247
MLP_base,4,31,0.5062380867577642,0.49134508664147897
MLP_base,4,32,0.4995988997605329,0.46484076976776123
MLP_base,4,33,0.5096493305404329,0.45154981968695657
MLP_base,4,34,0.5047560297726282,0.44412577675099957
MLP_base,4,35,0.5056779711298603,0.4502191533122146
MLP_base,4,36,0.4995446583612369,0.43433541477772225
MLP_base,4,37,0.48900456500183687,0.45995711234577913
MLP_base,4,38,0.48557714777566047,0.4189514904691462
MLP_base,4,39,0.4828503477117403,0.4464056073573598
MLP_base,4,40,0.47804994739469936,0.44756368273182917
MLP_base,4,41,0.4705137995097155,0.45249250792620477
MLP_base,4,42,0.46200708297432447,0.4251829469413088
MLP_base,4,43,0.45881387027886394,0.41793317334693775
MLP_base,4,44,0.4586732567822347,0.41805756196641086
MLP_base,4,45,0.4682490696672533,0.4276530638075711
MLP_base,4,46,0.4640252676166472,0.4249624850457175
MLP_base,4,47,0.4529098854201739,0.41725872587739377
MLP_base,4,48,0.4481645509356358,0.4162733272502297
MLP_base,4,49,0.44518375764779056,0.41904530190584954
MLP_base,4,50,0.4579055820332199,0.39458691655543815
MLP_base,4,51,0.44466617195332636,0.4303483408794068
MLP_base,4,52,0.435956306861398,0.43703150330928336
MLP_base,4,53,0.44541678532876605,0.4500020920184621
MLP_base,4,54,0.4457545053112051,0.42018949567225944
MLP_base,4,55,0.4391740086625834,0.39867406090100604
MLP_base,4,56,0.43427813548207933,0.4315199140916791
MLP_base,4,57,0.45263527566617956,0.4419287767326623
MLP_base,4,58,0.45121416495145994,0.41398096502872933
MLP_base,4,59,0.42563376615607673,0.4145757148140355
MLP_base,4,60,0.42035572154274403,0.43299751009857446
MLP_base,4,61,0.4215120836685264,0.461007016792632
MLP_base,4,62,0.4271314834310709,0.3926450997068171
MLP_base,4,63,0.4205210307908189,0.3953990230434819
MLP_base,4,64,0.4178543958181892,0.4271541478341086
MLP_base,4,65,0.41121181379901905,0.3842588668329674
MLP_base,4,66,0.41035849302192856,0.40526382337536726
MLP_base,4,67,0.40745129536409846,0.42763188742754754
MLP_base,4,68,0.4369278735801822,0.4261545664385745
MLP_base,4,69,0.43125794409402735,0.45366394938084115
MLP_base,4,70,0.4318580219328729,0.4005934292810005
MLP_base,4,71,0.4030408151162778,0.40877814460219
MLP_base,4,72,0.3994698792533145,0.39404461938038204
MLP_base,4,73,0.39768348297134776,0.4035262057655736
MLP_base,4,74,0.3961960453153308,0.3899071478007132
MLP_base,4,75,0.39159153742216973,0.4019206992366858
MLP_base,4,76,0.38598034730374486,0.4168690139787239
MLP_base,4,77,0.3988225275375804,0.4011845912849694
MLP_base,4,78,0.400217931680992,0.4027025710072434
MLP_base,4,79,0.3862937664399382,0.3891086212375708
MLP_base,4,80,0.38376993357809513,0.41115664912943256
MLP_base,4,81,0.3815493876653942,0.4373926468062819
MLP_base,4,82,0.38048398432835856,0.39370155648181315
MLP_base,4,83,0.37574634929823747,0.3890682035370877
MLP_base,4,84,0.3726636206191746,0.3936383729441124
MLP_base,4,85,0.3789632620381527,0.40171009929556595
MLP_base,4,86,0.37991617657447774,0.43029856786393283
MLP_base,4,87,0.3698614298645916,0.4453829715126439
MLP_base,4,88,0.3945417853001037,0.38625517853519375
MLP_base,4,89,0.37152222017121445,0.3925280173619588
MLP_base,4,90,0.3569643997755207,0.41978765161413895
MLP_base,4,91,0.37369981020526155,0.49704063461537945
MLP_base,4,92,0.3963695362291701,0.4337185077499925
MLP_base,4,93,0.35842851677227544,0.38733943094287004
MLP_base,4,94,0.355877367492582,0.38240322209241095
MLP_base,4,95,0.34929910152336285,0.3926444602640052
MLP_base,4,96,0.3430736788960754,0.4189605848831043
MLP_base,4,97,0.344994568205922,0.39296968411981015
MLP_base,4,98,0.3657630550731075,0.37501455242173715
MLP_base,4,99,0.34430928606478894,0.4012603759765625
MLP_base,4,100,0.3357231835524241,0.4042468619974036
MLP_base,5,1,13.546613926705115,12.307331838105855
MLP_base,5,2,13.230050223512077,12.062567342791642
